id,name,url,price
No.,Product,Link,Price
20,Kaputei Tomato Ketchup 400g,https://naivas.onlinehttps://naivas.online/kaputei-tomato-ketchup-400g,160
21,Zesta Hot Ketchup 400g,https://naivas.onlinehttps://naivas.online/zesta-hot-ketchup-400g,189
22,Zesta Tomato Ketchup 400g,https://naivas.onlinehttps://naivas.online/zesta-tomato-ketchup-400g,159
23,Zesta Tomato Ketchup 700g,https://naivas.onlinehttps://naivas.online/zesta-tomato-ketchup-700g,219
24,Clovers Chilli Sauce 5L,https://naivas.onlinehttps://naivas.online/clovers-chilli-sauce-5l,475
25,Clovers Chilli Sauce 250Gm,https://naivas.onlinehttps://naivas.online/clovers-chilli-sauce-250g,65
26,Kara Uht Coconut Milk Classic 400ml,https://naivas.onlinehttps://naivas.online/kara-uht-coconut-milk-classic-400ml,350
27,Kara Uht Coconut Cream 200ml,https://naivas.onlinehttps://naivas.online/kara-uht-coconut-cream-200ml,240
28,Kara Uht Coconut Milk Classic 200ml,https://naivas.onlinehttps://naivas.online/kara-uht-coconut-milk-classic-200ml,200
29,Kara Coconut Cream Powder 50g,https://naivas.onlinehttps://naivas.online/kara-coconut-cream-powder-50g,155
30,Kara Uht Coconut Cream 65ml,https://naivas.onlinehttps://naivas.online/kara-uht-coconut-cream-65ml,75
31,Cadbury Fruit & Nut 150g,https://naivas.onlinehttps://naivas.online/cadbury-fruit-nut-150g,470
32,Cadbury Top Deck 150g,https://naivas.onlinehttps://naivas.online/cadbury-top-deck-150g,530
33,Cadbury Dairy Whole Nut 150g,https://naivas.onlinehttps://naivas.online/cadbury-dairy-whole-nut-150g,530
34,Cadbury Dairy Milk 150g,https://naivas.onlinehttps://naivas.online/cadbury-dairy-milk-150g,470
35,Naivas Barbeque Crisps 30G,https://naivas.onlinehttps://naivas.online/naivas-potato-crisps-barbeque-30g,55
36,Naivas Gift Voucher,https://naivas.onlinehttps://naivas.online/naivas-gift-voucher2,10000
37,McVitie's Digestive Milk Chocolate 200g,https://naivas.onlinehttps://naivas.online/mcvitie-s-digestive-milk-chocolate-200g,475
38,McVitie's HobNobs Milk Chocolate 300g,https://naivas.onlinehttps://naivas.online/mcvitie-s-hobnobs-milk-chocolate-300g,450
39,Amigos Cheese&Onion Corn 100G,https://naivas.onlinehttps://naivas.online/amigos-corn-chips-cheese-onion-100g,59
40,Amigos Salted Corn Chips 20Gm,https://naivas.onlinehttps://naivas.online/amigos-corn-chips-salt-vinegar-20g,15
41,Amigos Potato Crisps Salted 400g,https://naivas.onlinehttps://naivas.online/amigos-potato-crisps-salted-400g,387
42,M & M'S Chocolate 45g,https://naivas.onlinehttps://naivas.online/m-ms-chocolate-45g,225
43,Maltesers 37g,https://naivas.onlinehttps://naivas.online/maltesers-37g,225
44,Manji Choco Chip Cookies 500g,https://naivas.onlinehttps://naivas.online/manji-choco-chip-cookies-500g,500
45,Manjiginger Cookies 500g,https://naivas.onlinehttps://naivas.online/manjiginger-cookies-500g,400
46,Manji Coconut Cookies 500g,https://naivas.onlinehttps://naivas.online/manji-coconut-cookies-500g,400
47,Nuvita Digestive Biscuits 400g,https://naivas.onlinehttps://naivas.online/nuvita-digestive-biscuits-400g,275
48,Manji Digestive 200g,https://naivas.onlinehttps://naivas.online/manji-digestive-200g,200
49,Nuvita Oat Digestive 200g,https://naivas.onlinehttps://naivas.online/nuvita-oat-digestive-200g,198
50,Nuvita Digestive 200g,https://naivas.onlinehttps://naivas.online/nuvita-digestive-200g,155
51,Nuvita Nice Biscuit 200g,https://naivas.onlinehttps://naivas.online/nuvita-nice-biscuit-200g,85
52,Oreo Original Biscuit 57g,https://naivas.onlinehttps://naivas.online/oreo-original-biscuit-57g,75
53,Twix 50g,https://naivas.onlinehttps://naivas.online/twix-50g,185
54,Cadbury Lunch Bar Dream 48g,https://naivas.onlinehttps://naivas.online/cadbury-lunch-bar-dream-48g,179
55,Lunch Bar 48g,https://naivas.onlinehttps://naivas.online/lunch-bar-48g,159
56,Cadbury Fruit &Nut 37g,https://naivas.onlinehttps://naivas.online/cadbury-fruit-nut-37g,140
57,Cadbury Dairy Milk 37g,https://naivas.onlinehttps://naivas.online/cadbury-dairy-milk-37g,140
58,Cadbury Hazel Nut37g,https://naivas.onlinehttps://naivas.online/cadbury-hazel-nut37g,140
59,Lindt Lindor Irrestibly Smooth Assorted 200g,https://naivas.onlinehttps://naivas.online/lindt-lindor-irrestibly-smooth-assorted-200g,2095
60,Dairyland Chocolart White With Cookies 40g,https://naivas.onlinehttps://naivas.online/dairyland-chocolart-white-with-cookies-50g,120
61,Dairyland Chocolart Almond & Raisin 40g,https://naivas.onlinehttps://naivas.online/dairyland-chocolart-almond-raisin-50g,95
62,Dairyland Chocolart Milk & Cookies 40g,https://naivas.onlinehttps://naivas.online/dairyland-chocolart-milk-cookies-50g,95
63,Dairyland Chocolart Orange Crunch 40g,https://naivas.onlinehttps://naivas.online/dairyland-chocolart-orange-crunch-50g,95
64,Dairyland Chocolart Mint Crunch 40g,https://naivas.onlinehttps://naivas.online/dairyland-chocolart-mint-crunch-50g,120
65,Dairyland Chocolart Real Milk 40g,https://naivas.onlinehttps://naivas.online/dairyland-chocolart-real-milk-50g,120
66,Confini Assorted Dusted Belts 170g,https://naivas.onlinehttps://naivas.online/confini-assorted-dusted-belts-170g,275
67,Confini Assorted Sour Belts 170g,https://naivas.onlinehttps://naivas.online/confini-assorted-sour-belts-170g,275
68,Kenafric Chocolate Creamy Yoghurt Lollipops 50Pieces,https://naivas.onlinehttps://naivas.online/kenafric-chocolate-creamy-yoghurt-lollipops-50pieces,200
69,Docile Maxmallows Twist Color 50g,https://naivas.onlinehttps://naivas.online/docile-maxmallows-twist-color-50g,195
70,Confini Granny Smith Green Apple 75g,https://naivas.onlinehttps://naivas.online/confini-granny-smith-green-apple-75g,150
71,Confini Blueberry Blues 75g,https://naivas.onlinehttps://naivas.online/confini-blueberry-blues-75g,150
72,Lotto Butters Cotch Toffee 80Pcs,https://naivas.onlinehttps://naivas.online/lotto-butters-cotch-toffee-80pcs,65
73,Lotto Choco Cream Toffee 80Pcs,https://naivas.onlinehttps://naivas.online/lotto-choco-cream-toffee-80pcs,65
74,Fresh Cool Watermelon Gums 12Tabs,https://naivas.onlinehttps://naivas.online/fresh-active-chewing-gum-watermelon-168g,50
75,Fresh Peppermint Gums 12Tabs,https://naivas.onlinehttps://naivas.online/fresh-active-chewing-gum-mint-168g,50
76,Wow Sugared 500g,https://naivas.onlinehttps://naivas.online/wow-sugared-500g,210
77,Elbbin M/Grain Snacks Chocolate 50G,https://naivas.onlinehttps://naivas.online/elbbin-multigrain-snacks-chocolate-50g,70
78,Elbbin Nibble Multigrain Snacks Chocolate 30G,https://naivas.onlinehttps://naivas.online/elbbin-multigrain-snacks-chocolate-30g,50
79,Elbbin P/Chipsticks Cheese Burger 30G,https://naivas.onlinehttps://naivas.online/elbbin-potato-chipsticks-cheese-burger-30g,50
80,Elbbin P/Chipsticks Tomato Ketchup 30G,https://naivas.onlinehttps://naivas.online/elbbin-potato-chipsticks-tomato-ketchup-30g,50
81,Elbbin P/Chipsticks Salt&Vinegar 30G,https://naivas.onlinehttps://naivas.online/elbbin-potato-chipsticks-salt-vinegar-30g,50
82,Manji Nice Budget Pack 1Kg,https://naivas.onlinehttps://naivas.online/manji-nice-budget-pack-1kg,500
83,Nuvita Digestive Biscuit 1Kg,https://naivas.onlinehttps://naivas.online/nuvita-digestive-biscuit-1kg,525
84,Wow Sugared 100g,https://naivas.onlinehttps://naivas.online/wow-sugared-100g,72
85,Cadbury Cashew+ Coconut 80g,https://naivas.onlinehttps://naivas.online/cadbury-cashew--coconut-80g,290
86,Cadbury Oreo Original 52.5g,https://naivas.onlinehttps://naivas.online/cadbury-oreo-original-152g,69
87,Oreo Golden Slug 128g,https://naivas.onlinehttps://naivas.online/oreo-golden-cream-152g,175
88,Oreo Cookies Choco Creme 137g,https://naivas.onlinehttps://naivas.online/oreo-cookies-choco-creme-137g,175
89,Nuvita Vitamilk Biscuit 60x5,https://naivas.onlinehttps://naivas.online/nuvita-vitamilk-biscuit-60*5,290
90,Nuvita Sunbix Biscuit 60x5,https://naivas.onlinehttps://naivas.online/nuvita-sunbix-biscuit-60*5,290
91,Nuvita Short Bread Regular 200g,https://naivas.onlinehttps://naivas.online/nuvita-short-bread-regular-200g,180
92,Nuvita Secrets Original Creams 30G,https://naivas.onlinehttps://naivas.online/nuvita-secrets-original-40g,25
93,Nuvita Secrets Coconut Creams 30G,https://naivas.onlinehttps://naivas.online/nuvita-secrets-coconut-40g,25
94,Nuvita Bravoglucose Biscuits 60*5 Pieces,https://naivas.onlinehttps://naivas.online/nuvita-bravoglucose-biscuits-60*5-pieces,290
95,Manji Chocolate Digestive 150g,https://naivas.onlinehttps://naivas.online/manji-chocolate-digestive-150g,270
96,Manji Bourbon Choco Cream 200g,https://naivas.onlinehttps://naivas.online/manji-bourbon-choco-cream-200g,185
97,Manji Assorted Cream Biscuit 160g,https://naivas.onlinehttps://naivas.online/manji-assorted-cream-biscuit-160g,190
98,Tropical H/Chilli Lemon Crisps 20G,https://naivas.onlinehttps://naivas.online/tropical-heat-waves-masala-30g,30
99,Fresh N Crunchy F/Peanut 50Gm,https://naivas.onlinehttps://naivas.online/fresh-n-crunchy-fried-peanut-50g,30
100,Fresh N Crunchy Simsim Crunchy 80g,https://naivas.onlinehttps://naivas.online/fresh-n-crunchy-simsim-crunchy-80g,90
101,Fresh N Crunchy Simsim Bite 80g,https://naivas.onlinehttps://naivas.online/fresh-n-crunchy-simsim-bite-80g,90
102,Fresh N Crunchy Sim Sim Bites 160g,https://naivas.onlinehttps://naivas.online/fresh-n-crunchy-sim-sim-bites-160g,180
103,Fresh N Crunchy Ganthia Sticks 200g,https://naivas.onlinehttps://naivas.online/fresh-n-crunchy-ganthia-sticks-200g,120
104,Fresh N Crunchy Ganthia 50Gm,https://naivas.onlinehttps://naivas.online/fresh-n-crunchy-ganthia-50g,35
105,Fresh N Crunchy Roasted Peanuts 400g,https://naivas.onlinehttps://naivas.online/fresh-n-crunchy-roasted-peanuts-400g,210
106,Fresh N Crunchy Fried Peanut 200g,https://naivas.onlinehttps://naivas.online/fresh-n-crunchy-fried-peanut-200g,110
107,Urban Bites Funky Funky Chutny 120g,https://naivas.onlinehttps://naivas.online/urban-bites-funky-funky-chutny-120g,195
108,Tropnuts Fried Peanuts 50G,https://naivas.onlinehttps://naivas.online/tropical-heat-peanuts-fried-70g,60
109,Tropical Heat Peanuts Roasted 200g,https://naivas.onlinehttps://naivas.online/tropical-heat-peanuts-roasted-200g,170
110,Fresh N Crunchy Fur Fur 200g,https://naivas.onlinehttps://naivas.online/fresh-n-crunchy-fur-fur-200g,110
111,Fresh N Crunchy Fryums 100Gm,https://naivas.onlinehttps://naivas.online/fresh-n-crunchy-fur-fur-100g,60
112,Fresh N Crunchy Coated Peanuts 400g,https://naivas.onlinehttps://naivas.online/fresh-n-crunchy-coated-peanuts-400g,225
113,Fresh N Crunchy Coated Peanuts 200g,https://naivas.onlinehttps://naivas.online/fresh-n-crunchy-coated-peanuts-200g,120
114,Dairyland Real Milk Chocolate 80g,https://naivas.onlinehttps://naivas.online/dairyland-chocolart-real-milk-90g,189
115,Dairyland Chocolart Orange Crunch 80g,https://naivas.onlinehttps://naivas.online/dairyland-chocolart-orange-crunch-90g,189
116,Dairyland Chocolart Mint Crunch 80g,https://naivas.onlinehttps://naivas.online/dairyland-chocolart-mint-crunch-90g,189
117,Dairyland Chocolart Almond & Raisin 80g,https://naivas.onlinehttps://naivas.online/dairyland-chocolart-almond-raisin-90g,189
118,Hom Family Biscuits 80G,https://naivas.onlinehttps://naivas.online/manji-family-biscuits-100g,47
119,McVitie's Digestive 400g,https://naivas.onlinehttps://naivas.online/mcvitie-s-digestive-400g,359
120,Nuvita Oat Digestive Chocolate 200g,https://naivas.onlinehttps://naivas.online/nuvita-oat-digestive-chocolate-200g,270
121,Nuvita Digestive Chocolate 200g,https://naivas.onlinehttps://naivas.online/nuvita-digestive-chocolate-200g,215
122,McVitie's Digestive 250g,https://naivas.onlinehttps://naivas.online/mcvities-digestive-250g,249
123,Wow Salted 100g,https://naivas.onlinehttps://naivas.online/wow-salted-100g,57
124,Wow Cheese&Onion 100g,https://naivas.onlinehttps://naivas.online/wow-cheeseonion-100g,72
125,Urban Bites Trendy Tomato 30G,https://naivas.onlinehttps://naivas.online/urban-bites-trendy-tomato-30g,58
126,Tropical Heroes S/Chilli Crisps 40G,https://naivas.onlinehttps://naivas.online/tropical-heroes-sweet-chilli-crisps-40-g,60
127,Tropical Heroes S/Vinegar Crisps 40G,https://naivas.onlinehttps://naivas.online/tropical-heroes-salted-vinegar-crisps-40-g,60
128,Tropical Heroes F/Chutney Crisps 40G,https://naivas.onlinehttps://naivas.online/tropical-heroes-fruit-chutney-crisps-40-g,60
129,Tropical Heroes C/Onions Crisps 40G,https://naivas.onlinehttps://naivas.online/tropical-heroes-cheese-onions-crisps-40-g,60
130,Tropical Heroes Tomato Crisps 40G,https://naivas.onlinehttps://naivas.online/tropical-heroes-tomato-crisps-40-g,60
131,Tropical Heroes Salted Crisps 40G,https://naivas.onlinehttps://naivas.online/tropical-heroes-salted-crisps-40-g,60
132,Nutella &go Hazelnut Spread With Breadsticks 54g,https://naivas.onlinehttps://naivas.online/nutella-go-hazelnut-spread-with-breadsticks-54g,300
133,"Green Forest Peanuts Unpeeled, Roasted & Salted 200g","https://naivas.onlinehttps://naivas.online/green-forest-peanuts-unpeeled,-roasted-salted-200g",155
134,Magic Wand Caramella Toffees,https://naivas.onlinehttps://naivas.online/magic-wand-caramella-toffees,6
135,Magic Wand Fruit Yght Toffees,https://naivas.onlinehttps://naivas.online/magic-wand-fruit-yght-toffees,6
136,Mentos Fresh Mint S-Free Gum 14G,https://naivas.onlinehttps://naivas.online/mentos-fresh-mint-s-free-gum-14g,85
137,Mentos Grape Rolls 37-5G,https://naivas.onlinehttps://naivas.online/mentos-grape-rolls-37-5g,95
138,Mentos Winter Green S-Free Gum 14G,https://naivas.onlinehttps://naivas.online/mentos-winter-green-s-free-gum-14g,85
139,Nestle Kitkat Chunky 40G,https://naivas.onlinehttps://naivas.online/nestle-kitkat-chunky-40g,195
140,Nuvita Corn Puff Tomato 25G,https://naivas.onlinehttps://naivas.online/nuvita-corn-puff-tomato-25g,30
141,Oreo Chocolate Creme 26.25G,https://naivas.onlinehttps://naivas.online/oreo-chocolate-creme-4-s-36-8g,45
142,Oreo Original Chocolate 26.25G,https://naivas.onlinehttps://naivas.online/oreo-original-choc-4-s-36-8g,45
143,Pringles Cheesy Cheese 165G,https://naivas.onlinehttps://naivas.online/pringles-cheesy-cheese-165g,460
144,Pringles Sizzlin C-Chilli 160G,https://naivas.onlinehttps://naivas.online/pringles-sizzlin-c-chilli-160g,460
145,Tropical Heat Potato Crisps Tomato 100g,https://naivas.onlinehttps://naivas.online/tropical-heat-potato-crisps-tomato-100g,115
146,Tropical Heat Potato Crisps Salted 100g,https://naivas.onlinehttps://naivas.online/tropical-heat-potato-crisps-salted-100g,115
147,Tropical Heat Potato Crisps Salt & Vinegar 100g,https://naivas.onlinehttps://naivas.online/tropical-heat-potato-crisps-salt-vinegar-100g,115
148,Tropical Heat Potato Crisps Chilli & Lemon 100g,https://naivas.onlinehttps://naivas.online/tropical-heat-potato-crisps-chilli-lemon-100g,115
149,Tropical Heat Potato Crisps Cheese & Onion 100g,https://naivas.onlinehttps://naivas.online/tropical-heat-potato-crisps-cheese-onion-100g,115
150,Dairyland Real White Chocolate 40G,https://naivas.onlinehttps://naivas.online/dairyland-real-white-chocolate-40g,120
151,Docile Sour S-Berry Belts 70G,https://naivas.onlinehttps://naivas.online/docile-sour-s-berry-belts-70g,182
152,Eureka Peeled Peanuts 250G,https://naivas.onlinehttps://naivas.online/eureka-peeled-peanuts-250g,295
153,Floydeez Chocolate Popcorn 30G,https://naivas.onlinehttps://naivas.online/floydeez-chocolate-popcorn-30g,70
154,Floydeez Cola Popcorn 30G,https://naivas.onlinehttps://naivas.online/floydeez-cinnamon-popcorn-30g,70
155,Floydeez Limited Edition Popcorn 60G,https://naivas.onlinehttps://naivas.online/floydeez-limited-edition-popcorn-60g,135
156,Floydeez Mabuyu Sweet 100G,https://naivas.onlinehttps://naivas.online/floydeez-mabuyu-sweet-100g,100
157,Floydeez Mabuyu Sweet Chilli 100G,https://naivas.onlinehttps://naivas.online/floydeez-mabuyu-sweet-chilli-100g,100
158,Fresh Menthol Gums 12Tabs,https://naivas.onlinehttps://naivas.online/fresh-menthol-gums-12tabs,50
159,Gnomis Fried Peanut 50G,https://naivas.onlinehttps://naivas.online/gnomis-fried-peanut-50g,30
160,Gnomis Masala Peanuts 400G,https://naivas.onlinehttps://naivas.online/gnomis-masala-peanuts-400g,220
161,Halidram'S Bhakarwadi Mini 150G,https://naivas.onlinehttps://naivas.online/halidram-s-bhakarwadi-mini-150g,245
162,Halidram'S Ratlami Sev 150G,https://naivas.onlinehttps://naivas.online/halidram-s-ratlami-sev-150g,245
163,Kenafric Assorted Toffee Jar,https://naivas.onlinehttps://naivas.online/kenafric-assorted-toffee-jar,295
164,Krackles Ola Lightly Salted 40G,https://naivas.onlinehttps://naivas.online/krackles-ola-lightly-salted-40g,65
165,Kripsii Chilli Lemon Crisps 100G,https://naivas.onlinehttps://naivas.online/kripsii-chilli-lemon-crisps-100g,120
166,Kripsii Chilli Lemon Crisps 250G,https://naivas.onlinehttps://naivas.online/kripsii-chilli-lemon-crisps-250g,275
167,Kripsii Chilli Lemon Crisps 25G,https://naivas.onlinehttps://naivas.online/kripsii-chilli-lemon-crisps-25g,30
168,Kripsii Chilli Lemon Crisps 50G,https://naivas.onlinehttps://naivas.online/kripsii-chilli-lemon-crisps-50g,60
169,Tropical Heat Potato Crisps Salt & Vinegar 400g,https://naivas.onlinehttps://naivas.online/tropical-heat-potato-crisps-salt-vinegar-400g,445
170,Tropical H/Chilli&Lemon Crisps 50G,https://naivas.onlinehttps://naivas.online/tropical-heat-potato-crisps-chilli-lemon-50g,60
171,Tropical Heat Potato Crisps Chilli & Lemon 400g,https://naivas.onlinehttps://naivas.online/tropical-heat-potato-crisps-chilli-lemon-400g,445
172,Tropical Heat Potato Crisps Cheese & Onion 400g,https://naivas.onlinehttps://naivas.online/tropical-heat-potato-crisps-cheese-onion-400g,445
173,Nuttish Land Macadamia Nuts 50G,https://naivas.onlinehttps://naivas.online/nuttish-land-macadamia-nuts-50g,165
174,Wow Tomato 200g,https://naivas.onlinehttps://naivas.online/wow-tomato-200g,120
175,Dairyland Dark Milk Chocolate 40g,https://naivas.onlinehttps://naivas.online/dairyland-dark-milk-chocolate-40g,95
176,Dairyland Salted Caramel Chocolate 40g,https://naivas.onlinehttps://naivas.online/dairyland-salted-caramel-chocolate-40g,95
177,Dairyland White Cookies Chocolate 80g,https://naivas.onlinehttps://naivas.online/dairyland-white-cookies-chocolate-80g,189
178,Dairyland Dark Milk Chocolate 80g,https://naivas.onlinehttps://naivas.online/dairyland-dark-milk-chocolate-80g,189
179,Dairyland Salted Caramel Chocolate 80g,https://naivas.onlinehttps://naivas.online/dairyland-salted-caramel-chocolate-80g,189
180,Dairyland Hazelnut Chocolate 80g,https://naivas.onlinehttps://naivas.online/dairyland-hazelnut-chocolate-80g,189
181,Dairyland Milk & Cookies Chocolate 80g,https://naivas.onlinehttps://naivas.online/dairyland-milk-cookies-chocolate-80g,189
182,Dairyland Hazelnut Chocolate 40g,https://naivas.onlinehttps://naivas.online/dairyland-hazelnut-chocolate-40g,95
183,Dairyland Real White Chocolate 80g,https://naivas.onlinehttps://naivas.online/dairyland-real-white-chocolate-80g,189
184,Greenforest Peeled Peanuts-Salted 50G,https://naivas.onlinehttps://naivas.online/green-forest-peanuts-peeled-roasted-salted-50g,49
185,Dairyland Berry Bliss Chocolate 37G,https://naivas.onlinehttps://naivas.online/dairyland-berry-bliss-chocolate-37g,70
186,Dairyland Berry Bliss Chocolate 80g,https://naivas.onlinehttps://naivas.online/dairyland-berry-bliss-chocolate-80g,180
187,Dairyland Double Chocolate 37G,https://naivas.onlinehttps://naivas.online/dairyland-double-chocolate-37g,70
188,Dairyland Double Chocolate 80g,https://naivas.onlinehttps://naivas.online/dairyland-double-chocolate-80g,180
189,Dairyland Mint Chocolate 37G,https://naivas.onlinehttps://naivas.online/dairyland-mint-chocolate-37g,70
190,Elbbin M/Grain Wavy Chips Barbeque 35G,https://naivas.onlinehttps://naivas.online/elbbin-multigrain-wavy-chips-barbeque-35g,60
191,Elbbin Potato Chipsticks Tomato Ketchup 70g,https://naivas.onlinehttps://naivas.online/elbbin-potato-chipsticks-tomato-ketchup-70g,95
192,Elbbin Potato Chipsticks Salt & Vinegar 70g,https://naivas.onlinehttps://naivas.online/elbbin-potato-chipsticks-salt-vinegar-70,95
193,Elbbin Potato Chipsticks Cheese Burger 70g,https://naivas.onlinehttps://naivas.online/elbbin-potato-chipsticks-cheese-burger-70g,95
194,McVitie's DigestiveLight 250g,https://naivas.onlinehttps://naivas.online/mcvitie%27s-digestivelight-250g,300
195,P.K Juicy Fruit 10 S,https://naivas.onlinehttps://naivas.online/pk-juicy-fruit-10-pellets,27
196,P.K Menthol 10S,https://naivas.onlinehttps://naivas.online/pk-menthol-10-pellets,27
197,P.K Peppermint 10S,https://naivas.onlinehttps://naivas.online/pk-peppermint-10-pellets,27
198,Amigos Chevda 100g,https://naivas.onlinehttps://naivas.online/amigos-chevda-100g,105
199,Amigos Chevda 200g,https://naivas.onlinehttps://naivas.online/amigos-chevda-200g,207
200,Amigos Chevda 50Gms,https://naivas.onlinehttps://naivas.online/amigos-chevda-50g,56
201,Amigos C/Chips C&O 20Gm,https://naivas.onlinehttps://naivas.online/amigos-corn-chips-cheese--onion-20g,15
202,Amigos C/Chips S&V 100Gm,https://naivas.onlinehttps://naivas.online/amigos-corn-chips-salt--vinegar-100g,56
203,Amigos Salted Corn Chips 100G,https://naivas.onlinehttps://naivas.online/amigos-corn-chips-salted-100g,59
204,Amigos Potato Crisps Cheese & Onion 100g,https://naivas.onlinehttps://naivas.online/amigos-potato-crisps-cheese-onion-100g,104
205,Amigos Potato Crisps Salted 100g,https://naivas.onlinehttps://naivas.online/amigos-potato-crisps-salted-100g,101
206,Amigos Potato Crisps Salted 200g,https://naivas.onlinehttps://naivas.online/amigos-potato-crisps-salted-200g,197
207,Amigos Salted Crisps 50G,https://naivas.onlinehttps://naivas.online/amigos-potato-crisps-salted-50g,54
208,Depy'S Peanuts Roasted 200g,https://naivas.onlinehttps://naivas.online/depy-s-peanuts-roasted-200g,155
209,Depy'S Potato Crisps Cheese & Onion 100g,https://naivas.onlinehttps://naivas.online/depy-s-potato-crisps-cheese--onion-100g,115
210,Depy'S Roasted Peanuts 100g,https://naivas.onlinehttps://naivas.online/depy-s-roasted-peanuts-100g,85
211,Haldirams Moong Dal 150g,https://naivas.onlinehttps://naivas.online/haldirams-moong-dal-150g,245
212,Krackles Potato Crisps Bar-B-Que 125g,https://naivas.onlinehttps://naivas.online/krackles-potato-crisps-bar-b-que-125g,200
213,Krackles Potato Crisps Perfectly Salted 125g,https://naivas.onlinehttps://naivas.online/krackles-potato-crisps-perfectly-salted-125g,200
214,Krackles Potato Crisps Tangy Tomato 125g,https://naivas.onlinehttps://naivas.online/krackles-potato-crisps-tangy-tomato-125g,200
215,Krackles Potato Crisps Tingly Cheese & Onion 125g,https://naivas.onlinehttps://naivas.online/krackles-potato-crisps-tingly-cheese--onion-125g,200
216,Krackles Potato Crisps Zingy Salt & Vinegar 125g,https://naivas.onlinehttps://naivas.online/krackles-potato-crisps-zingy-salt--vinegar-125g,200
217,M & M'S Peanut 45g,https://naivas.onlinehttps://naivas.online/m-ms-peanut-45g,225
218,Ferrero Rocher 375g,https://naivas.onlinehttps://naivas.online/ferrero-rocher-375g,3870
219,Ferrero Rocher 300g,https://naivas.onlinehttps://naivas.online/ferrero-rocher-300g,3815
220,Ferrero Rocher 200g 16 Pieces,https://naivas.onlinehttps://naivas.online/ferrero-rocher-200g-16-pieces,2155
221,Lindt Lindor Milk Chocolate 100g,https://naivas.onlinehttps://naivas.online/lindt-lindor-milk-chocolate-100g,2095
222,Ferrero Raffaello 150g,https://naivas.onlinehttps://naivas.online/ferrero-raffaello-150g,1445
223,Guylian Artisanal Belgian Chocolates Cruncy Biscuit 140g,https://naivas.onlinehttps://naivas.online/guylian-artisanal-belgian-chocolates-cruncy-biscuit-140g,1375
224,Guylian Artisanal Belgian Chocolates Caramel 168g,https://naivas.onlinehttps://naivas.online/guylian-artisanal-belgian-chocolates-caramel-168g,985
225,Snickers Minis 13 Pieces,https://naivas.onlinehttps://naivas.online/snickers-minis-13-pieces,950
226,Mars Bounty Miniatures 150g,https://naivas.onlinehttps://naivas.online/mars-bounty-miniatures-150g,860
227,Lindt Excellence Dark Chocolate 85 Percent Cocoa 100g,https://naivas.onlinehttps://naivas.online/lindt-excellence-dark-chocolate-85-percent-cocoa-100g,905
228,Lindt Excellence Dark Chocolate 70 Percent Cocoa 100g,https://naivas.onlinehttps://naivas.online/lindt-excellence-dark-chocolate-70-percent-cocoa-100g,905
